Clasificación;Subclasificacion;Monodroga;costo (entrada);Convenio Salida;Convenio Entrada;Transferencia;Lista Entrada;Lista Salida;Fecha;Cliente;Filial OSDE INTERIOR;Formulario;Numero;Cod Prov;Nombre Proveedor;Cod Prod;Nombre Producto;Cant;Precio;percepcion;percep_ib;iva; dto ;Importe;z;Costo Nta. Vta.;Costo total Nta. Vta.;Margen Reposicion;Margen Rep %;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;65245;;REMITO-FACTURA A;6000341862;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS;CICLOFOSFAMIDA;3.105,06;IAPOS;IAPOS;NO;13/10/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341863;60235;LABORATORIO KEMEX SA;52498;CICLOFOSFAMIDA KEMEX 1000 MG INY. F. A. X 1;1;5.800,00;0;0;0;30;4.060,00;;3.105,06;3.105,06;954,94;23,50%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66142;;REMITO-FACTURA A;6000341864;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS;ONDANSETRON;261,00;IAPOS;IAPOS;NO;22/08/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341865;60077;TUTEUR SACIFIA;22632;TIOSALIS 8 MG F.A.X 1;1;2.000,00;0;0;0;57;860,00;;287,01;287,01;572,99;66,60%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341866;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62586;;REMITO-FACTURA A;6000341867;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341868;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;INSULINA GLULISINA;14.325,80;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341869;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;32.303,85;0;0;0;20;25.843,08;;16.708,89;16.708,89;9.134,19;35,30%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;20/10/2022;60217;;REMITO-FACTURA A;6000341870;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;20/10/2022;60217;;REMITO-FACTURA A;6000341871;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLULISINA;14.325,80;IAPOS INSU;IAPOS INSU;NO;06/10/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341872;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;32.303,85;0;0;0;20;25.843,08;;16.708,89;16.708,89;9.134,19;35,30%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;20/10/2022;60217;;REMITO-FACTURA A;6000341873;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;66385;;REMITO-FACTURA A;6000341874;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IACOLFARSF;INS. LISPRO + INS. LISPRO PROTAMINA;13.343,85;IACOLFARSF;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60576;;REMITO-FACTURA A;6000341875;60024;ELI LILLY INTERAM. INC SUC ARG;4766734;INSULINA HUMALOG MIX 25 KWIKPEN LAP. X 5 X 3 ML;2;39.229,07;0;0;0;30;54.920,70;;14.879,99;29.759,98;25.160,72;45,80%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;67489;;REMITO-FACTURA A;6000341876;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60217;;REMITO-FACTURA A;6000341877;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;2;32.137,05;0;0;0;25;48.205,58;;16.179,34;32.358,68;15.846,90;32,90%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66385;;REMITO-FACTURA A;6000341878;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;1;32.137,05;0;0;0;25;24.102,79;;16.179,34;16.179,34;7.923,45;32,90%;
SANTA FE;IACOLFARSF;INS. LISPRO + INS. LISPRO PROTAMINA;13.343,85;IACOLFARSF;IAPOS INSU;NO;07/09/2022;212;20/10/2022;60576;;REMITO-FACTURA A;6000341879;60024;ELI LILLY INTERAM. INC SUC ARG;4766734;INSULINA HUMALOG MIX 25 KWIKPEN LAP. X 5 X 3 ML;1;39.229,07;0;0;0;30;27.460,35;;14.879,99;14.879,99;12.580,36;45,80%;
SANTA FE;IACOLFARSF;INSULINA LISPRO;13.558,70;IACOLFARSF;IAPOS INSU;NO;22/09/2022;212;20/10/2022;60576;;REMITO-FACTURA A;6000341880;60024;ELI LILLY INTERAM. INC SUC ARG;4218266;INSULINA HUMALOG KWIKPEN 100 U LAP.APLIC.DESC. X 5;1;39.860,71;0;0;0;30;27.902,50;;15.119,58;15.119,58;12.782,92;45,80%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;20/10/2022;60468;;REMITO-FACTURA A;6000341881;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;923,23;IAPOS INSU;;;;212;20/10/2022;62999;;REMITO-FACTURA A;6000341882;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.588,43;0;0;637,43;60;3.035,37;;1.618,64;1.618,64;1.416,73;46,70%;
SANTA FE;IAPOS;ADALIMUMAB;62.726,07;IAPOS;IAPOS;NO;05/09/2022;212;20/10/2022;66768;;REMITO-FACTURA A;6000341883;60219;ABBVIE SA;53901;HUMIRA AC 40 MG/ 0,4 ML x 2 LAP PRELL.;2;113.691,00;0;0;0;25;170.536,50;;62.726,07;125.452,14;45.084,36;26,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60468;;REMITO-FACTURA A;6000341884;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62999;;REMITO-FACTURA A;6000341885;60067;ROFINA SA X C.O. NOVO NORDISK;5069483;INSULINA NOVOMIX 30 FLEXPEN 100 UI LAPICERAS X 5 X;2;26.298,28;0;0;0;25;39.447,42;;13.239,82;26.479,65;12.967,77;32,90%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;60468;;REMITO-FACTURA A;6000341886;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;67912;;REMITO-FACTURA A;6000341887;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;67912;;REMITO-FACTURA A;6000341888;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;67912;;REMITO-FACTURA A;6000341889;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;1;32.137,05;0;0;0;25;24.102,79;;16.179,34;16.179,34;7.923,45;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;65821;;REMITO-FACTURA A;6000341890;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;67912;;REMITO-FACTURA A;6000341891;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62300;;REMITO-FACTURA A;6000341892;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;65821;;REMITO-FACTURA A;6000341893;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;09/09/2022;212;20/10/2022;62300;;REMITO-FACTURA A;6000341894;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;62300;;REMITO-FACTURA A;6000341895;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;66739;;REMITO-FACTURA A;6000341896;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA DETEMIR;16.179,34;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66739;;REMITO-FACTURA A;6000341897;60067;ROFINA SA X C.O. NOVO NORDISK;5274613;INSULINA LEVEMIR FLEXPEN 100 UI LAPICERAS X 5 X 3;2;32.137,05;0;0;0;25;48.205,58;;16.179,34;32.358,68;15.846,90;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;60051;;REMITO-FACTURA A;6000341898;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60051;;REMITO-FACTURA A;6000341899;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60051;;REMITO-FACTURA A;6000341900;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;73510;;REMITO-FACTURA A;6000341901;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;73510;;REMITO-FACTURA A;6000341902;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;62922;;REMITO-FACTURA A;6000341903;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INS. LISPRO + INS. LISPRO PROTAMINA;13.343,85;IAPOS INSU;IAPOS INSU;NO;07/09/2022;212;20/10/2022;73510;;REMITO-FACTURA A;6000341904;60024;ELI LILLY INTERAM. INC SUC ARG;4766734;INSULINA HUMALOG MIX 25 KWIKPEN LAP. X 5 X 3 ML;2;39.229,07;0;0;0;30;54.920,70;;14.879,99;29.759,98;25.160,72;45,80%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;62922;;REMITO-FACTURA A;6000341905;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;2;7.609,92;0;0;1.438,28;55;6.848,93;;3.273,64;6.547,28;301,65;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;62716;;REMITO-FACTURA A;6000341906;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLULISINA;14.325,80;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62922;;REMITO-FACTURA A;6000341907;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;32.303,85;0;0;0;20;25.843,08;;16.708,89;16.708,89;9.134,19;35,30%;
SANTA FE;IAPOS INSU;INSULINA LISPRO;13.558,70;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;73510;;REMITO-FACTURA A;6000341908;60024;ELI LILLY INTERAM. INC SUC ARG;4218266;INSULINA HUMALOG KWIKPEN 100 U LAP.APLIC.DESC. X 5;1;39.860,71;0;0;0;30;27.902,50;;15.119,58;15.119,58;12.782,92;45,80%;
SANTA FE;IAPOS INSU;INSULINA ASPARTATO;13.239,82;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62716;;REMITO-FACTURA A;6000341909;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;26.298,28;0;0;0;25;19.723,71;;13.239,82;13.239,82;6.483,89;32,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;73510;;REMITO-FACTURA A;6000341910;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;2;43.330,50;0;0;0;30;60.662,70;;20.918,17;41.836,34;18.826,36;31,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;62057;;REMITO-FACTURA A;6000341911;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;62057;;REMITO-FACTURA A;6000341912;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS;DOXORUBICINA;3.323,78;IAPOS;IAPOS;NO;26/09/2022;212;20/10/2022;60065;;REMITO-FACTURA A;6000341913;60010;BIOPROFARMA BAGO S.A.;12995;DOXTIE 50 MG INY.F.A.X 1;2;8.000,00;0;0;0;43;9.120,00;;3.326,05;6.652,09;2.467,91;27,10%;
SANTA FE;IAPOS;CICLOFOSFAMIDA;3.105,06;IAPOS;IAPOS;NO;13/10/2022;212;20/10/2022;60065;;REMITO-FACTURA A;6000341914;60235;LABORATORIO KEMEX SA;52498;CICLOFOSFAMIDA KEMEX 1000 MG INY. F. A. X 1;1;5.800,00;0;0;0;30;4.060,00;;3.105,06;3.105,06;954,94;23,50%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60065;;REMITO-FACTURA A;6000341915;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;64457;;REMITO-FACTURA A;6000341916;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;60065;;REMITO-FACTURA A;6000341917;60243;ROFINA SA X CO ROCHE DIABETES;40741;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;06/10/2022;212;20/10/2022;64457;;REMITO-FACTURA A;6000341918;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;2;34.884,25;0;0;0;30;48.837,95;;14.434,86;28.869,72;19.968,23;40,90%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;18.758,67;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;60065;;REMITO-FACTURA A;6000341919;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;2;43.330,50;0;0;0;30;60.662,70;;20.918,17;41.836,34;18.826,36;31,00%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;16/09/2022;212;20/10/2022;66585;;REMITO-FACTURA A;6000341920;60243;ROFINA SA X CO ROCHE DIABETES;53862;ACCU-CHEK ACTIVE GLUCOSA NP TIRAS REACTIVAS X 50;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66585;;REMITO-FACTURA A;6000341921;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66585;;REMITO-FACTURA A;6000341922;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS;MICOFENOLATO SODICO;46.183,23;IAPOS;IAPOS;NO;05/09/2022;212;20/10/2022;62711;;REMITO-FACTURA A;6000341923;60195;FARMANET X C.O. NOVARTIS;38665;MYFORTIC 360 MG COMP.GASTR.X 120;1;76.097,37;0;0;0;28;54.790,11;;46.183,23;46.183,23;8.606,88;15,70%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;66945;;REMITO-FACTURA A;6000341924;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;05/09/2022;212;20/10/2022;62711;;REMITO-FACTURA A;6000341925;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IAPOS INSU;INSULINA HUMANA;7.603,87;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;66945;;REMITO-FACTURA A;6000341926;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;15.103,58;0;0;0;25;11.327,69;;7.603,87;7.603,87;3.723,82;32,90%;
SANTA FE;IAPOS INSU;INSULINA DEGLUDEC;18.061,27;IAPOS INSU;IAPOS INSU;NO;10/09/2022;212;20/10/2022;62711;;REMITO-FACTURA A;6000341927;60067;ROFINA SA X C.O. NOVO NORDISK;6276972;INSULINA TRESIBA FLEXTOUCH 100 U/ML LAP. PRELL X 5;1;35.875,12;0;0;0;25;26.906,34;;18.061,27;18.061,27;8.845,07;32,90%;
SANTA FE;IAPOS INSU;TIRAS REACTIVAS;2.881,26;IAPOS INSU;IAPOS INSU;NO;12/09/2022;212;20/10/2022;65906;;REMITO-FACTURA A;6000341928;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.609,92;0;0;719,14;55;3.424,46;;3.273,64;3.273,64;150,82;4,40%;
SANTA FE;IACOLFARSF;INSULINA ASPARTATO;13.239,82;IACOLFARSF;IAPOS INSU;NO;10/09/2022;212;20/10/2022;68159;;REMITO-FACTURA A;6000341929;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;30.935,63;0;0;0;30;21.654,94;;16.384,36;16.384,36;5.270,58;24,30%;
SANTA FE;IAPOS INSU;INSULINA GLARGINA;12.507,01;IAPOS INSU;IAPOS INSU;NO;06/10/2022;212;20/10/2022;65906;;REMITO-FACTURA A;6000341930;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;1;34.884,25;0;0;0;30;24.418,98;;14.434,86;14.434,86;9.984,12;40,90%;
